element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),Assembly,life_cycle_stage,scenario,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_0,14,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",1219277,Calculated from takeoff from Revit,Column foundation,B2-B5: Replacement,RICS Replacement Rates,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_1,15,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",136557,Calculated from takeoff from Revit,Column foundation,B2-B5: Replacement,RICS Replacement Rates,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0
Element_2,16,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",1905120,Calculated from takeoff from Revit,Wall foundation,B2-B5: Replacement,RICS Replacement Rates,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_3,17,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",213370,Calculated from takeoff from Revit,Wall foundation,B2-B5: Replacement,RICS Replacement Rates,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0
Element_4,18,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Concrete Slab on grade,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,Slab on grade,B2-B5: Replacement,RICS Replacement Rates,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_5,19,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Steel welded wire mesh,"Steel, welded wire mesh","Steel, welded wire mesh",3601,Calculated from takeoff from Revit,Slab on grade,B2-B5: Replacement,RICS Replacement Rates,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0
Element_6,20,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Concrete topping,"Lightweight concrete, 5000 psi","Lightweight concrete, 5000 psi, 20% fly ash",2551980,Calculated from takeoff from Revit,Elevated slabs,B2-B5: Replacement,RICS Replacement Rates,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_7,21,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Steel deck,"Steel decking, galvanized",Galvanized steel decking,132267,Calculated from takeoff from Revit,Elevated slabs,B2-B5: Replacement,RICS Replacement Rates,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_8,22,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Steel welded wire mesh,"Steel, welded wire mesh","Steel, welded wire mesh",17149,Calculated from takeoff from Revit,Elevated slabs,B2-B5: Replacement,RICS Replacement Rates,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0
Element_9,23,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Steel W Shape,"Steel, hot rolled structural steel","Hot rolled structural steel, AISC - EPD",208771,Calculated from takeoff from Revit,Structural framing: beams,B2-B5: Replacement,RICS Replacement Rates,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_10,24,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Steel W Shape,"Steel, hot rolled structural steel","Hot rolled structural steel, AISC - EPD",152764,Calculated from takeoff from Revit,Structural framing: girders,B2-B5: Replacement,RICS Replacement Rates,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_11,25,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Steel W Shape,"Steel, hot rolled structural steel","Hot rolled structural steel, AISC - EPD",97990,Calculated from takeoff from Revit,Structural columns,B2-B5: Replacement,RICS Replacement Rates,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_12,26,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Concrete shear wall,"Normalweight concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",1092652,Calculated from takeoff from Revit,Structural walls,B2-B5: Replacement,RICS Replacement Rates,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_13,27,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",142771,Calculated from takeoff from Revit,Structural walls,B2-B5: Replacement,RICS Replacement Rates,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0
Element_14,46,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,Exterior finish,"3/8"" Synthetic stucco","Stucco, synthetic",1564,"Kaleidoscope Calculator, Payette",EIFS (XPS),B2-B5: Replacement,RICS Replacement Rates,4767.945521945552,71.944,0.0,0.0,11.62962927801984,1.1869491912178236,285.2781451698032,1.150498603902144e-06
