element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Tally material,Weight (kg),Data Source (Material Quantities),Building Material_name,life_cycle_stage,scenario,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_0,14,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",169198,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A5: Construction,Enhanced Waste Management,1823.2151719768963,-22.9515479619,0.0,0.0,4.63186797806832,0.318273928873152,102.48815280323362,1.8588906866851206e-07
Element_1,15,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Steel reinforcement,"Steel, reinforcing rod",12633,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,Enhanced Waste Management,376.8299087400162,-1.932849,0.0,0.0,1.598189509417104,0.0501236095576644,20.31231645421542,-1.5568943808002435e-06
Element_2,16,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",309582,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A5: Construction,Enhanced Waste Management,3335.9413194656645,-41.99450419710001,0.0,0.0,8.47494032072688,0.582346596581568,187.52282722686243,3.4012168971580805e-07
Element_3,17,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Steel reinforcement,"Steel, reinforcing rod",23115,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,Enhanced Waste Management,689.497612643511,-3.536595,0.0,0.0,2.9242579363711196,0.09171275507998199,37.1660884064901,-2.848698932335758e-06
Element_4,18,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Concrete slab on grade,"Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A5: Construction,Enhanced Waste Management,5773.744591382881,-72.68279572575001,0.0,0.0,14.6681659397196,1.0079075710065604,324.55873943110805,5.886721552773602e-07
Element_5,19,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh",3601,Calculated from takeoff from Revit,"Steel, welded wire mesh",A5: Construction,Enhanced Waste Management,145.0895186930514,-0.5410682549999999,0.0,0.0,0.444381959150688,0.016454455229206796,6.090868237063741,-6.377021989970893e-07
Element_6,20,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Concrete slab,"Structural concrete, 5000 psi, 20% fly ash",6429780,Calculated from takeoff from Revit,"Normalweight concrete, 5000 psi",A5: Construction,Enhanced Waste Management,81056.75153209956,-1087.540383447,0.0,0.0,204.21964933463522,14.18456935207872,4489.566579010296,7.066059095125e-06
Element_7,21,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Steel reinforcement,"Steel, reinforcing rod",43207,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,Enhanced Waste Management,1288.8221219765599,-6.610671,0.0,0.0,5.466078851688816,0.1714312355068476,69.47156313126617,-5.324842516523085e-06
Element_8,22,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural columns,Concrete columns,"Structural concrete, 5000 psi, 20% fly ash",601223,Calculated from takeoff from Revit,"Normalweight concrete, 5000 psi",A5: Construction,Enhanced Waste Management,7579.292499336447,-101.69154962645001,0.0,0.0,19.095762254994323,1.3263423226867521,419.80140647616366,6.607189122101121e-07
Element_9,23,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural columns,Steel reinforcement,"Steel, reinforcing rod",20004,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,Enhanced Waste Management,596.6995562760457,-3.060612,0.0,0.0,2.5306881141755526,0.0793693252269072,32.16398150479896,-2.465298440079797e-06
Element_10,24,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Concrete shear wall,"Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,"Normalweight concrete, 6000 psi",A5: Construction,Enhanced Waste Management,11251.192859103097,-152.12694735739998,0.0,0.0,28.31378788298032,1.972086019256352,621.9230016139436,9.606639252427123e-07
Element_11,25,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Steel reinforcement,"Steel, reinforcing rod",65267,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,Enhanced Waste Management,1946.8501269480437,-9.985850999999998,0.0,0.0,8.256869683458094,0.2589580958600556,104.94134077553056,-8.043522959842437e-06
Element_12,46,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Exterior finish,"Stucco, synthetic",1564,"Kaleidoscope Calculator, Payette","3/8"" Synthetic stucco",A5: Construction,Enhanced Waste Management,316.649083233804,4.692,0.0,0.0,0.7875406250236799,0.07910644479304797,19.5382896361764,1.0945159196068799e-07
Element_13,47,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Wall structure,Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette","6"" galvanized steel stud framing",A5: Construction,Enhanced Waste Management,565.1782438707149,-4.496318625,0.0,0.0,2.2118846794727998,0.10122220558382998,32.2926590461065,7.07433513816123e-06
Element_14,48,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Insultion,"XPS insulation, Foamular average, Owens Corning - EPD",3969,"Kaleidoscope Calculator, Payette","2.5"" XPS insulation",A5: Construction,Enhanced Waste Management,22266.440240416156,0.0,0.0,0.0,5.721639904209599,2.50746322316931,83.5263092981205,0.012832912633391248
Element_15,49,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),AVB,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",AVB membrane,A5: Construction,Enhanced Waste Management,284.15316487386406,1.0750399999999993,0.0,0.0,1.32225455573888,0.072582192834768,19.3819028091224,5.7593309626508e-08
Element_16,50,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Wall structure,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",Sheathing,A5: Construction,Enhanced Waste Management,1234.239843283524,-47.20716000000001,0.0,0.0,5.16525109708608,0.467647248371688,71.7022739794284,4.4386609742830274e-05
Element_17,51,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Interior finish,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Acrylic latex paint,A5: Construction,Enhanced Waste Management,65.92773319096601,1.2725000000000002,0.0,0.0,0.25569363863472,0.013455268503691995,5.112824427030599,2.2437517108252002e-08
Element_18,52,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Interior finish,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Gypsum wall board,A5: Construction,Enhanced Waste Management,723.5503673004959,-1.8386400000000047,0.0,0.0,1.27754937983232,0.07733913132355198,31.5161737279536,3.61431969501912e-07
Element_19,0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT1,Glazing: double pane IGU,Glazing,"Glazing, double, insulated (air)",35343,"Viracon IGU, 1” Clear Insulating Low-E Glass Unit with a  ½” VTS Airspace and Both Lites Fully Tempered  and Heat Soak Tested",Double pane IGU,A5: Construction,Enhanced Waste Management,282.40858142897406,-0.1413720000000004,0.0,0.0,2.11920185485008,0.092923240074588,29.8604540160234,2.2786697854027802e-07
Element_20,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,EPDM membrane,A5: Construction,Enhanced Waste Management,2672.721578472036,-33.13674,0.0,0.0,7.42966897038912,0.753495828481032,104.0337859145676,1.28340844264542e-07
Element_21,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,Polyisocyanurate board,A5: Construction,Enhanced Waste Management,2240.68898437125,-81.06405,0.0,0.0,8.6244838803,0.7764482836425,102.446492253375,0.00010259470145845126
