element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Tally material,Weight (kg),Data Source (Material Quantities),Building Material_name,life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_0,26,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR3,Column foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",201466,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",Construction: A5,2170.923225082432,,,5.51521834814544,0.37897241902598405,122.0338195052912,2.21340246979104e-07
Element_1,27,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR3,Column foundation,Steel reinforcement,"Steel, reinforcing rod",15043,Calculated from takeoff from Revit,"Steel, reinforcing rod",Construction: A5,897.4356553749805,,,3.806152899574368,0.11937140165850481,48.37460245717764,-3.707806882035631e-06
Element_2,28,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR3,Wall foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",309582,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",Construction: A5,3335.9413194656645,,,8.47494032072688,0.582346596581568,187.52282722686243,3.4012168971580805e-07
Element_3,29,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR3,Wall foundation,Steel reinforcement,"Steel, reinforcing rod",23115,Calculated from takeoff from Revit,"Steel, reinforcing rod",Construction: A5,1378.995225287022,,,5.848515872742239,0.18342551015996397,74.3321768129802,-5.697397864671516e-06
Element_4,30,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR3,Slab on grade,Concrete slab on grade,"Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",Construction: A5,5773.744591382881,,,14.6681659397196,1.0079075710065604,324.55873943110805,5.886721552773602e-07
Element_5,31,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR3,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh",3601,Calculated from takeoff from Revit,"Steel, welded wire mesh",Construction: A5,290.1790373861028,,,0.888763918301376,0.03290891045841359,12.181736474127481,-1.2754043979941785e-06
Element_6,32,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Elevated slabs,Concrete topping,"Lightweight concrete, 5000 psi, 20% fly ash",1607445,Calculated from takeoff from Revit,"Lightweight concrete, 5000 psi",Construction: A5,29596.218912589145,,,117.04503042965882,4.89639613801968,1675.355296664574,1.7679775487320801e-06
Element_7,33,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Elevated slabs,Cross laminated timber,CLT (Cross laminated timber),775305,Calculated from takeoff from Revit,CLT (Cross laminated timber),Construction: A5,72707.95445080104,,,660.677872089197,108.39452303853648,5868.968546195064,0.0048400593624478355
Element_8,34,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Elevated slabs,Steel welded wire mesh,"Steel, welded wire mesh",10802,Calculated from takeoff from Revit,"Steel, welded wire mesh",Construction: A5,870.4565292542857,,,2.666044944596352,0.0987175925497872,36.541826546382964,-3.825859013366597e-06
Element_9,35,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural framing: beams,Glue laminated timber,"Glue laminated timber (Glulam), AWC - EPD",54158,Calculated from takeoff from Revit,Glue laminated timber (Glulam),Construction: A5,5078.926870259424,,,46.150859592814086,7.571769276247489,409.9697519361184,0.0003380965361392614
Element_10,36,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural framing: girders,Glue laminated timber,"Glue laminated timber (Glulam), AWC - EPD",227907,Calculated from takeoff from Revit,Glue laminated timber (Glulam),Construction: A5,21373.074822190898,,,194.21145458140032,31.863422217248356,1725.2294444865938,0.0014227735009027407
Element_11,37,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural columns,Glue laminated timber,"Glue laminated timber (Glulam), AWC - EPD",136704,Calculated from takeoff from Revit,Glue laminated timber (Glulam),Construction: A5,12820.074945011713,,,116.49261622984704,19.112433013407745,1034.833357374259,0.0008534131407434098
Element_12,38,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural walls,Concrete shear wall,"Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,"Normalweight concrete, 6000 psi",Construction: A5,11251.192859103097,,,28.31378788298032,1.972086019256352,621.9230016139436,9.606639252427123e-07
Element_13,39,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural walls,Steel reinforcement,"Steel, reinforcing rod",65267,Calculated from takeoff from Revit,"Steel, reinforcing rod",Construction: A5,3893.7002538960874,,,16.513739366916187,0.5179161917201112,209.88268155106113,-1.6087045919684874e-05
Element_14,73,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,Insulation,"Mineral wool, low density, NAIMA - EPD",8366,"Kaleidoscope Calculator, Payette","3.5"" Mineral wool insulation",Construction: A5,1322.5138523097921,,,9.56724642456064,0.240983116432704,54.70763303798719,3.259162210715742e-05
Element_15,74,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,Wall structure,Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette","6"" galvanized steel stud framing",Construction: A5,1130.3564877414299,,,4.4237693589455995,0.20244441116765996,64.585318092213,1.414867027632246e-05
Element_16,75,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,Exterior finish,"Tulipwood lumber, 1 inch",25945,"Kaleidoscope Calculator, Payette","6"" x 1' Tulipwood/Poplar lumber",Construction: A5,2742.2294255452603,,,11.690456534699202,1.0436598395241201,241.78718673826597,9.0912992619072e-07
Element_17,76,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,Exterior finish,"Wood stain, water based",208,"Kaleidoscope Calculator, Payette",Water based stain,Construction: A5,28.141998049984007,,,0.07015634748927999,0.00689300027020799,2.0223181486143997,1.8684356299648e-08
Element_18,77,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,Support,"Aluminum extrusion, AEC - EPD",2717,"Kaleidoscope Calculator, Payette",Aluminum extrusion,Construction: A5,2081.951767512474,,,12.845550665170084,0.292166802801588,130.9185159158734,4.888094781564281e-07
Element_19,78,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,Support,Galvanized steel,4039,"Kaleidoscope Calculator, Payette",Galvanized steel support system,Construction: A5,1073.808863426964,,,5.6925424706908805,0.246989500956968,85.58311147633242,2.3666109223461208e-05
Element_20,79,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,AVB,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",AVB membrane,Construction: A5,568.3063297477281,,,2.64450911147776,0.145164385669536,38.7638056182448,1.15186619253016e-07
Element_21,80,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,Wall structure,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",Sheathing,Construction: A5,2468.479686567048,,,10.33050219417216,0.935294496743376,143.4045479588568,8.877321948566055e-05
Element_22,81,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,Interior finish,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Gypsum wall board,Construction: A5,1447.1007346009917,,,2.55509875966464,0.15467826264710396,63.0323474559072,7.22863939003824e-07
Element_23,82,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,Interior finish,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Acrylic latex paint,Construction: A5,131.85546638193202,,,0.51138727726944,0.02691053700738399,10.225648854061198,4.4875034216504004e-08
