element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Tally material,Weight (kg),Data Source (Material Quantities),Building Material_name,life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_0,78,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR7,Column foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",342922,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A5: Construction,3726.3267730968164,-46.5170435241,0.0,0.0,9.546578041938721,0.6543331498105921,212.8171890928256,5.648306724131522e-07
Element_1,79,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR7,Column foundation,Steel reinforcement,"Steel, reinforcing rod",38407,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,2328.848235965519,-11.752542,0.0,0.0,9.909478854079248,0.3159616448046228,129.66135984754254,-9.239604954635923e-06
Element_2,80,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR7,Wall foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",2357586,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A5: Construction,25618.46668244741,-319.80430119330003,0.0,0.0,65.63264748129937,4.498535157643296,1463.1164683648128,3.883206343284577e-06
Element_3,81,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR7,Wall foundation,Steel reinforcement,"Steel, reinforcing rod",264045,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,16010.64213465034,-80.79777000000001,0.0,0.0,68.12686083332089,2.172210599693718,891.4112990065448,-6.35215322791905e-05
Element_4,82,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR7,Slab on grade,Concrete Slab on grade,"Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A5: Construction,5822.37879146532,-72.68279572575001,0.0,0.0,14.9165107912044,1.0223943540098401,332.52647008291206,8.825468962010402e-07
Element_5,83,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR7,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh",3601,Calculated from takeoff from Revit,"Steel, welded wire mesh",A5: Construction,293.7008586391542,-1.0821365099999998,0.0,0.0,0.9067476864020639,0.03395796359762039,12.758715700691221,-1.2541236057416974e-06
Element_6,84,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR7,Elevated slabs,Concrete topping,"Lightweight concrete, 5000 psi, 20% fly ash",1285956,Calculated from takeoff from Revit,"Lightweight concrete, 5000 psi",A5: Construction,23793.697210269165,-251.8341644952,0.0,0.0,94.23205198729056,3.951885189623616,1359.406790895989,2.1196814172024956e-06
Element_7,85,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR7,Elevated slabs,Cross laminated timber,CLT (Cross laminated timber),620244,Calculated from takeoff from Revit,CLT (Cross laminated timber),A5: Construction,60361.96794096124,-71141.9868,0.0,97254.2592,539.7538945070363,87.36962824624378,5054.880235434078,0.0038853145462138133
Element_8,86,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR7,Elevated slabs,Steel welded wire mesh,"Steel, welded wire mesh",8641,Calculated from takeoff from Revit,"Steel, welded wire mesh",A5: Construction,704.7678754515221,-2.5967069099999995,0.0,0.0,2.1758419211886237,0.0814859104268364,30.61595733676002,-3.009409074483202e-06
Element_9,87,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR7,Structural framing: beams,Glue laminated timber,"Glue laminated timber (Glulam), AWC - EPD",66358,Calculated from takeoff from Revit,Glue laminated timber (Glulam),A5: Construction,6457.941501451536,-7611.262600000002,0.0,10404.9344,57.746610901029115,9.347408102560033,540.8061064080176,0.00041567786654551583
