element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Tally material,Weight (kg),Data Source (Material Quantities),Building Material_name,life_cycle_stage,scenario,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_0,54,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR5,Column foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",2334010,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A5: Construction,Enhanced Waste Management,25362.28049432728,-316.60623919050005,0.0,0.0,64.9763171090376,4.453549538931361,1448.485216797248,3.844374049256162e-06
Element_1,55,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR5,Column foundation,Steel reinforcement,"Steel, reinforcing rod",261405,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,Enhanced Waste Management,7925.281499760025,-39.994965,0.0,0.0,33.72285416526396,1.0752460978487308,441.24935260430203,-3.144321260664225e-05
Element_2,56,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR5,Wall foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",1905120,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A5: Construction,Enhanced Waste Management,20701.79125854336,-258.427718136,0.0,0.0,53.036482813171204,3.6351799253683206,1182.3163380725762,3.1379445198259205e-06
Element_3,57,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR5,Wall foundation,Steel reinforcement,"Steel, reinforcing rod",213370,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,Enhanced Waste Management,6468.955504308627,-32.64561,0.0,0.0,27.526043469873844,0.877662094825974,360.1666929292857,-2.5665302017480502e-05
Element_4,58,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR5,Slab on grade,Concrete Slab on grade,"Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A5: Construction,Enhanced Waste Management,5822.37879146532,-72.68279572575001,0.0,0.0,14.9165107912044,1.0223943540098401,332.52647008291206,8.825468962010402e-07
Element_5,59,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR5,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh",3601,Calculated from takeoff from Revit,"Steel, welded wire mesh",A5: Construction,Enhanced Waste Management,146.8504293195771,-0.5410682549999999,0.0,0.0,0.45337384320103197,0.016978981798810196,6.3793578503456105,-6.270618028708487e-07
Element_6,60,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR5,Elevated slabs,Concrete slab,"Structural concrete, 5000 psi, 20% fly ash",8573040,Calculated from takeoff from Revit,"Normalweight concrete, 5000 psi",A5: Construction,Enhanced Waste Management,108853.81591078511,-1450.053844596,0.0,0.0,276.2663834032705,19.144547664157443,6113.572462442593,1.4123407981615002e-05
Element_7,61,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR5,Elevated slabs,Steel reinforcement,"Steel, reinforcing rod",57610,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,Enhanced Waste Management,1746.6210179651312,-8.81433,0.0,0.0,7.4320446374815194,0.236969176936422,97.24517589003209,-6.929643573262368e-06
Element_8,62,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR5,Structural columns,Concrete columns,"Structural concrete, 5000 psi, 20% fly ash",710954,Calculated from takeoff from Revit,"Normalweight concrete, 5000 psi",A5: Construction,Enhanced Waste Management,9027.142744818213,-120.2515771571,0.0,0.0,22.910506698451044,1.587639010202144,506.99271162427925,1.1712407032000642e-06
Element_9,63,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR5,Structural columns,Steel reinforcement,"Steel, reinforcing rod",53084,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,Enhanced Waste Management,1609.4016684197363,-8.121852,0.0,0.0,6.848162776185888,0.2183522268441768,89.60532749429724,-6.385231720934898e-06
Element_10,64,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR5,Structural walls,Concrete shear wall,"Structural concrete, 6000 psi, 20% fly ash",1092652,Calculated from takeoff from Revit,"Normalweight concrete, 6000 psi",A5: Construction,Enhanced Waste Management,14163.145048246655,-190.1583796376,0.0,0.0,35.898611357403524,2.494645511911872,793.6505717073296,1.800107255844832e-06
Element_11,65,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR5,Structural walls,Steel reinforcement,"Steel, reinforcing rod",142771,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,Enhanced Waste Management,4328.533750319384,-21.843963,0.0,0.0,18.418337874290472,0.5872648213919442,240.9961986980693,-1.7173271005003323e-05
