element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),life_cycle_stage,scenario,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential
Element_0,54,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR5,Column foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",2334010,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,9533.2753283292,0.0,0.0,0.0,48.68055486806401,2.8396990339704,1561.8344686837204
Element_1,55,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR5,Column foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",261405,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,21256.70537536627,0.0,0.0,0.0,133.312302848403,7.898025099169799,4362.371557351852
Element_2,56,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR5,Wall foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",1905120,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,7781.4720131904,0.0,0.0,0.0,39.735176237568,2.3178852805248,1274.83690428864
Element_3,57,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR5,Wall foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",213370,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,17350.63685064135,0.0,0.0,0.0,108.81523329226201,6.446707658269199,3560.755223473785
Element_4,58,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR5,Slab on grade,Concrete Slab on grade,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,2188.5390037098005,0.0,0.0,0.0,11.175518316816,0.6519052351476,358.54787933118
Element_5,59,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR5,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh","Steel, welded wire mesh",3601,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,264.136593978855,0.0,0.0,0.0,1.3487826075516,0.07867898544051,43.2734419922805
Element_6,60,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR5,Elevated slabs,Concrete slab,"Normalweight concrete, 5000 psi","Structural concrete, 5000 psi, 20% fly ash",8573040,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,35016.62405935681,0.0,0.0,0.0,178.808293069056,10.4304837623616,5736.76606929888
Element_7,61,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR5,Elevated slabs,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",57610,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,4684.680081386549,0.0,0.0,0.0,29.380163987286004,1.7406140891076,961.405579155105
Element_8,62,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR5,Structural columns,Concrete columns,"Normalweight concrete, 5000 psi","Structural concrete, 5000 psi, 20% fly ash",710954,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,2903.89511089368,0.0,0.0,0.0,14.8284005662656,0.8649900330321599,475.744518167688
Element_9,63,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR5,Structural columns,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",53084,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,4316.63873355882,0.0,0.0,0.0,27.071977523018397,1.60386666040944,885.874913450262
Element_10,64,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR5,Structural walls,Concrete shear wall,"Normalweight concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",1092652,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,4462.94246984784,0.0,0.0,0.0,22.7894934630528,1.32938711867808,731.1629152729441
Element_11,65,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR5,Structural walls,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",142771,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,11609.728517612202,0.0,0.0,0.0,72.81089034245458,4.313647181322359,2382.586980412315
Element_12,17,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Insulation,"5"" Mineral wool insulation","Mineral wool, low density, NAIMA - EPD",10806,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,316.31631451955997,0.0,0.0,0.0,1.6152322443551999,0.09422188092071998,51.822034506395994
Element_13,18,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,55.61359786449,0.0,0.0,0.0,0.2839843295208,0.016565752555380002,9.111163905459001
