element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_0,26,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR3,Column foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",201466,Calculated from takeoff from Revit,C2-C4: End-of-life,8119.0798,0.0,0,18.434139000000002,0.9348022399999999,366.66812,7.3333624e-10
Element_1,27,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR3,Column foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",15043,Calculated from takeoff from Revit,C2-C4: End-of-life,201.5762,-3.008600000000008,0,0.917623,0.04648287,18.202029999999997,3.655449e-11
Element_2,28,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR3,Wall foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",309582,Calculated from takeoff from Revit,C2-C4: End-of-life,12476.154600000002,0.0,0,28.326753,1.4364604799999998,563.43924,1.12687848e-09
Element_3,29,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR3,Wall foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",23115,Calculated from takeoff from Revit,C2-C4: End-of-life,309.741,-4.623000000000012,0,1.410015,0.07142535,27.96915,5.6169450000000004e-11
Element_4,30,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR3,Slab on grade,Concrete slab on grade,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,C2-C4: End-of-life,21593.344500000003,0.0,0,49.0270725,2.4861815999999997,975.1833,1.9503666e-09
Element_5,31,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR3,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh","Steel, welded wire mesh",3601,Calculated from takeoff from Revit,C2-C4: End-of-life,3.226496,-0.061216999999999924,0,0.01465607,0.000741806,0.2906007,5.83362e-13
Element_6,32,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Elevated slabs,Concrete topping,"Lightweight concrete, 5000 psi","Lightweight concrete, 5000 psi, 20% fly ash",1607445,Calculated from takeoff from Revit,C2-C4: End-of-life,64780.033500000005,0.0,0,147.0812175,7.458544799999999,2925.5499,5.8510998e-09
Element_7,33,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Elevated slabs,Cross laminated timber,CLT (Cross laminated timber),CLT (Cross laminated timber),775305,Calculated from takeoff from Revit,C2-C4: End-of-life,384551.27999999997,514802.51999999996,0,3457.8603000000003,899.3538,11629.574999999999,7.21808955e-09
Element_8,34,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Elevated slabs,Steel welded wire mesh,"Steel, welded wire mesh","Steel, welded wire mesh",10802,Calculated from takeoff from Revit,C2-C4: End-of-life,9.678592,-0.18363399999999977,0,0.04396414,0.002225212,0.8717214,1.749924e-12
Element_9,35,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural framing: beams,Glue laminated timber,Glue laminated timber (Glulam),"Glue laminated timber (Glulam), AWC - EPD",54158,Calculated from takeoff from Revit,C2-C4: End-of-life,26862.368,35960.912,0,241.54468000000003,62.82328,812.37,5.0421098e-10
Element_10,36,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural framing: girders,Glue laminated timber,Glue laminated timber (Glulam),"Glue laminated timber (Glulam), AWC - EPD",227907,Calculated from takeoff from Revit,C2-C4: End-of-life,113041.872,151330.248,0,1016.46522,264.37212,3418.605,2.12181417e-09
Element_11,37,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural columns,Glue laminated timber,Glue laminated timber (Glulam),"Glue laminated timber (Glulam), AWC - EPD",136704,Calculated from takeoff from Revit,C2-C4: End-of-life,67805.184,90771.45599999999,0,609.6998400000001,158.57664,2050.56,1.2727142400000001e-09
Element_12,38,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural walls,Concrete shear wall,"Normalweight concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,C2-C4: End-of-life,35227.1569,0.0,0,79.9822545,4.05593072,1590.90386,3.18180772e-09
Element_13,39,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural walls,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",65267,Calculated from takeoff from Revit,C2-C4: End-of-life,874.5778,-13.053400000000034,0,3.981287,0.20167503,78.97306999999999,1.5859881e-10
Element_14,61,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Insulation,"3.5"" Mineral wool insulation","Mineral wool, low density, NAIMA - EPD",8366,"Kaleidoscope Calculator, Payette",C2-C4: End-of-life,374.7968,-6.692800000000018,0,1.698298,0.08616979999999999,33.71498,6.768094e-11
Element_15,62,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Wall structure,"6"" galvanized steel stud framing",Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette",C2-C4: End-of-life,13.4176,-0.2545749999999997,0,0.06094825,0.00308485,1.2084825,2.4259499999999998e-12
Element_16,63,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,Galvanized steel backer tray,Zinc coating (galvanized) for steel G60,425,"Kaleidoscope Calculator, Payette",C2-C4: End-of-life,19.04,-0.3400000000000009,0,0.086275,0.0043774999999999994,1.71275,3.4382500000000002e-12
Element_17,64,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Exterior finish,"3/4"" Brick","Brick, generic",74168,"Kaleidoscope Calculator, Payette",C2-C4: End-of-life,1490.7768,-22.250399999999864,0,6.786372,0.34413952,134.98576,2.6997152e-10
Element_18,65,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Exterior finish,Type S mortar,Mortar type S,11329,"Kaleidoscope Calculator, Payette",C2-C4: End-of-life,227.7129,-3.3986999999999794,0,1.0366035,0.05256656,20.61878,4.123756e-11
Element_19,66,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,"Steel, sheet","Steel, sheet",16759,"Kaleidoscope Calculator, Payette",C2-C4: End-of-life,14.312186,-0.26814400000000105,0,0.06502492,0.0033015230000000002,1.2887671,2.5808859999999996e-12
Element_20,67,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,Galvanized steel support system,Galvanized steel,4039,"Kaleidoscope Calculator, Payette",C2-C4: End-of-life,54.1226,-0.8078000000000021,0,0.246379,0.01248051,4.8871899999999995,9.81477e-12
Element_21,68,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,AVB,AVB membrane,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",C2-C4: End-of-life,301.0112,-5.375200000000014,0,1.363957,0.0692057,27.077569999999998,5.435671e-11
Element_22,69,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Wall structure,Sheathing,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",C2-C4: End-of-life,1355.6928,-24.208800000000064,0,6.142983,0.3116883,121.95182999999999,2.4481149e-10
Element_23,70,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",C2-C4: End-of-life,22.8032,0.0,0,0.103327,0.0052426999999999994,2.0512699999999997,4.11781e-12
