element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_0,14,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",169198,Calculated from takeoff from Revit,Product: A1-A3,29031.321760911997,-459.03095923800004,0,74.018879862,5.3974162,1641.18168446,5.2112983999999995e-09
Element_1,15,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",12633,Calculated from takeoff from Revit,Product: A1-A3,24129.03,-126.33,0,101.56932,3.057186,1203.9249,-0.00010877013000000001
Element_2,16,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",309582,Calculated from takeoff from Revit,Product: A1-A3,53118.681387407996,-839.890083942,0,135.432527958,9.8756658,3002.87419614,9.5351256e-09
Element_3,17,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",23115,Calculated from takeoff from Revit,Product: A1-A3,44149.65,-231.15,0,185.8446,5.59383,2202.8595,-0.00019902015000000003
Element_4,18,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Concrete slab on grade,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,Product: A1-A3,91936.17932436,-1453.6559145150002,0,234.402452235,17.0924985,5197.28226255,1.6503102e-08
Element_5,19,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh","Steel, welded wire mesh",3601,Calculated from takeoff from Revit,Product: A1-A3,9434.62,-36.01,0,28.41189,1.026285,367.30199999999996,-4.39322e-05
Element_6,20,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Concrete slab,"Normalweight concrete, 5000 psi","Structural concrete, 5000 psi, 20% fly ash",6429780,Calculated from takeoff from Revit,Product: A1-A3,1338670.48060242,-21750.80766894,0,3376.86258798,246.903552,74264.62126734,2.3790186e-07
Element_7,21,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",43207,Calculated from takeoff from Revit,Product: A1-A3,82525.37,-432.07,0,347.38428,10.456094,4117.6271,-0.00037201227
Element_8,22,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural columns,Concrete columns,"Normalweight concrete, 5000 psi","Structural concrete, 5000 psi, 20% fly ash",601223,Calculated from takeoff from Revit,Product: A1-A3,125173.720152047,-2033.830992529,0,315.75690859300005,23.0869632,6944.187575969,2.2245251e-08
Element_9,23,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural columns,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",20004,Calculated from takeoff from Revit,Product: A1-A3,38207.64,-200.04,0,160.83216000000002,4.840968,1906.3811999999998,-0.00017223444
Element_10,24,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Concrete shear wall,"Normalweight concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,Product: A1-A3,186623.047220564,-3042.538947148,0,470.087615186,34.440446200000004,10327.617266459,3.3129261700000004e-08
Element_11,25,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",65267,Calculated from takeoff from Revit,Product: A1-A3,124659.97,-652.67,0,524.74668,15.794614,6219.9451,-0.00056194887
Element_12,31,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,MV: granite,Wall structure,"6"" galvanized steel stud framing",Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette",Product: A1-A3,36688.75,-299.5,0,142.41225,6.454225,1991.6750000000002,0.0004657225
