element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Tally material,Weight (kg),Data Source (Material Quantities),Building Material_name,life_cycle_stage,scenario,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_0,78,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR7,Column foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",342922,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A5: Construction,Enhanced Waste Management,3726.3267730968164,-46.5170435241,0.0,0.0,9.546578041938721,0.6543331498105921,212.8171890928256,5.648306724131522e-07
Element_1,79,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR7,Column foundation,Steel reinforcement,"Steel, reinforcing rod",38407,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,Enhanced Waste Management,1164.4241179827595,-5.876271,0.0,0.0,4.954739427039624,0.1579808224023114,64.83067992377127,-4.6198024773179616e-06
Element_2,80,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR7,Wall foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",2357586,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A5: Construction,Enhanced Waste Management,25618.46668244741,-319.80430119330003,0.0,0.0,65.63264748129937,4.498535157643296,1463.1164683648128,3.883206343284577e-06
Element_3,81,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR7,Wall foundation,Steel reinforcement,"Steel, reinforcing rod",264045,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,Enhanced Waste Management,8005.32106732517,-40.39888500000001,0.0,0.0,34.063430416660445,1.086105299846859,445.7056495032724,-3.176076613959525e-05
Element_4,82,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR7,Slab on grade,Concrete Slab on grade,"Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A5: Construction,Enhanced Waste Management,5822.37879146532,-72.68279572575001,0.0,0.0,14.9165107912044,1.0223943540098401,332.52647008291206,8.825468962010402e-07
Element_5,83,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR7,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh",3601,Calculated from takeoff from Revit,"Steel, welded wire mesh",A5: Construction,Enhanced Waste Management,146.8504293195771,-0.5410682549999999,0.0,0.0,0.45337384320103197,0.016978981798810196,6.3793578503456105,-6.270618028708487e-07
Element_6,84,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR7,Elevated slabs,Concrete topping,"Lightweight concrete, 5000 psi, 20% fly ash",1285956,Calculated from takeoff from Revit,"Lightweight concrete, 5000 psi",A5: Construction,Enhanced Waste Management,11896.848605134583,-125.9170822476,0.0,0.0,47.11602599364528,1.975942594811808,679.7033954479945,1.0598407086012478e-06
Element_7,85,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR7,Elevated slabs,Cross laminated timber,CLT (Cross laminated timber),620244,Calculated from takeoff from Revit,CLT (Cross laminated timber),A5: Construction,Enhanced Waste Management,30180.98397048062,-35570.9934,0.0,48627.1296,269.87694725351815,43.68481412312189,2527.440117717039,0.0019426572731069066
Element_8,86,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR7,Elevated slabs,Steel welded wire mesh,"Steel, welded wire mesh",8641,Calculated from takeoff from Revit,"Steel, welded wire mesh",A5: Construction,Enhanced Waste Management,352.38393772576103,-1.2983534549999998,0.0,0.0,1.0879209605943119,0.0407429552134182,15.30797866838001,-1.504704537241601e-06
Element_9,87,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR7,Structural framing: beams,Glue laminated timber,"Glue laminated timber (Glulam), AWC - EPD",66358,Calculated from takeoff from Revit,Glue laminated timber (Glulam),A5: Construction,Enhanced Waste Management,3228.970750725768,-3805.631300000001,0.0,5202.4672,28.873305450514557,4.6737040512800165,270.4030532040088,0.00020783893327275791
