element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),life_cycle_stage,scenario,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential
Element_0,14,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",1219277,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_1,15,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",136557,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,1813.0747996349999,0.0,0.0,0.0,30.822271593794994,1.90372853961675,1063.12113251325
Element_2,16,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",1905120,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_3,17,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",213370,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,2832.92522535,0.0,0.0,0.0,48.15972883095,2.9745714866175,1661.1243366825001
Element_4,18,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Concrete Slab on grade,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_5,19,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh","Steel, welded wire mesh",3601,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_6,20,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Concrete topping,"Lightweight concrete, 5000 psi","Lightweight concrete, 5000 psi, 20% fly ash",2551980,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_7,21,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Steel deck,"Steel decking, galvanized",Galvanized steel decking,132267,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,1756.1162336849998,0.0,0.0,0.0,29.853975972645,1.8439220453692498,1029.72270066075
Element_8,22,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Steel welded wire mesh,"Steel, welded wire mesh","Steel, welded wire mesh",17149,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_9,23,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural framing: beams,Steel W Shape,"Steel, hot rolled structural steel","Hot rolled structural steel, AISC - EPD",208771,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,2771.8640494049996,0.0,0.0,0.0,47.121688839884996,2.9104572518752496,1625.32028351475
Element_10,24,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural framing: girders,Steel W Shape,"Steel, hot rolled structural steel","Hot rolled structural steel, AISC - EPD",152764,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,2028.2560300200003,0.0,0.0,0.0,34.480352510340005,2.129668831521,1189.295581239
Element_11,25,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural columns,Steel W Shape,"Steel, hot rolled structural steel","Hot rolled structural steel, AISC - EPD",97990,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,1301.0186194499997,0.0,0.0,0.0,22.117316530649997,1.3660695504225,762.8700086775
Element_12,26,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Concrete shear wall,"Normalweight concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",1092652,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_13,27,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",142771,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,1895.5784194049997,0.0,0.0,0.0,32.224833129885,1.99035734037525,1111.4982550147502
Element_14,46,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Exterior finish,"3/8"" Synthetic stucco","Stucco, synthetic",1564,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
