element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Tally material,Weight (kg),Data Source (Material Quantities),Building Material_name,life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_0,28,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR3,Column foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",342922,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A5: Construction,3726.3267730968164,-46.5170435241,0.0,0.0,9.546578041938721,0.6543331498105921,212.8171890928256,5.648306724131522e-07
Element_1,29,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR3,Column foundation,Steel reinforcement,"Steel, reinforcing rod",38407,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,2328.848235965519,-11.752542,0.0,0.0,9.909478854079248,0.3159616448046228,129.66135984754254,-9.239604954635923e-06
Element_2,30,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR3,Wall foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",2357586,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A5: Construction,25618.46668244741,-319.80430119330003,0.0,0.0,65.63264748129937,4.498535157643296,1463.1164683648128,3.883206343284577e-06
Element_3,31,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR3,Wall foundation,Steel reinforcement,"Steel, reinforcing rod",264045,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,16010.64213465034,-80.79777000000001,0.0,0.0,68.12686083332089,2.172210599693718,891.4112990065448,-6.35215322791905e-05
Element_4,32,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR3,Slab on grade,Concrete Slab on grade,"Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A5: Construction,5822.37879146532,-72.68279572575001,0.0,0.0,14.9165107912044,1.0223943540098401,332.52647008291206,8.825468962010402e-07
Element_5,33,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR3,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh",3601,Calculated from takeoff from Revit,"Steel, welded wire mesh",A5: Construction,293.7008586391542,-1.0821365099999998,0.0,0.0,0.9067476864020639,0.03395796359762039,12.758715700691221,-1.2541236057416974e-06
Element_6,34,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Elevated slabs,Concrete topping,"Lightweight concrete, 5000 psi, 20% fly ash",2551980,Calculated from takeoff from Revit,"Lightweight concrete, 5000 psi",A5: Construction,47218.59799764745,-499.764961716,0.0,0.0,187.0035304711248,7.842517136057281,2697.7431126965043,4.206508296607681e-06
Element_7,35,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Elevated slabs,Steel deck,Galvanized steel decking,132267,Calculated from takeoff from Revit,"Steel decking, galvanized",A5: Construction,35595.71092711844,-663.9803400000001,0.0,0.0,188.61817008954097,8.216720634056555,2873.272414081106,0.0007776105412851712
Element_8,36,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Elevated slabs,Steel welded wire mesh,"Steel, welded wire mesh",17149,Calculated from takeoff from Revit,"Steel, welded wire mesh",A5: Construction,1398.688149070496,-5.15344599,0.0,0.0,4.318193855625935,0.16171761114567956,60.76068190812378,-5.972498115763502e-06
Element_9,37,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural framing: beams,Steel W Shape,"Hot rolled structural steel, AISC - EPD",44512,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",A5: Construction,2374.0412908571843,-2.2634352,0.0,0.0,12.715921953313282,0.31233685967660807,91.47983826213441,1.7091920781012483e-06
Element_10,38,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural framing: girders,Steel W Shape,"Hot rolled structural steel, AISC - EPD",41074,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",A5: Construction,2190.6760419812176,-2.0886128999999998,0.0,0.0,11.73377467447856,0.28821271060291603,84.41415521160381,1.5771781860156963e-06
Element_11,39,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural columns,Steel W Shape,"Hot rolled structural steel, AISC - EPD",121621,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",A5: Construction,6486.639014992397,-6.18442785,0.0,0.0,34.74395991831225,0.853404053080714,249.9521344643927,4.670058629824584e-06
Element_12,40,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural walls,Concrete shear wall,"Structural concrete, 6000 psi, 20% fly ash",1092652,Calculated from takeoff from Revit,"Normalweight concrete, 6000 psi",A5: Construction,14163.145048246655,-190.1583796376,0.0,0.0,35.898611357403524,2.494645511911872,793.6505717073296,1.800107255844832e-06
Element_13,41,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural walls,Steel reinforcement,"Steel, reinforcing rod",142771,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,8657.067500638768,-43.687926,0.0,0.0,36.836675748580944,1.1745296427838885,481.9923973961386,-3.4346542010006646e-05
Element_14,53,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Rainscreen: GFRC,Insulation,"Mineral wool, low density, NAIMA - EPD",10632,"Kaleidoscope Calculator, Payette","4.5"" Mineral wool insulation",A5: Construction,1694.5597515845764,-85.90656000000001,0.0,0.0,12.22924606766592,0.310375587280512,71.7917610042816,4.150291275469267e-05
Element_15,54,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Rainscreen: GFRC,Wall structure,Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette","6"" galvanized steel stud framing",A5: Construction,1145.002217612145,-8.99263725,0.0,0.0,4.4985560646684,0.20680696900148998,66.98472490081951,1.4237167878094441e-05
Element_16,55,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Rainscreen: GFRC,Support,Galvanized steel,97036,"Kaleidoscope Calculator, Payette",Galvanized steel support system,A5: Construction,26114.339975382107,-487.12072,0.0,0.0,138.37731824875968,6.0280924451776485,2107.9397126477065,0.0005704840699807802
