element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),life_cycle_stage,scenario,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential
Element_0,106,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR9,Column foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",141455,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_1,107,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR9,Column foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",15843,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,210.348382365,0.0,0.0,0.0,3.575922500205,0.22086580148324997,123.34064238675
Element_2,108,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR9,Wall foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",2357586,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_3,109,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR9,Wall foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",264045,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,3505.739987475,0.0,0.0,0.0,59.597579787075,3.6810269868487504,2055.6384472012505
Element_4,110,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR9,Slab on grade,Concrete Slab on grade,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_5,111,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR9,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh","Steel, welded wire mesh",3601,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_6,112,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR9,Elevated slabs,Concrete topping,"Lightweight concrete, 5000 psi","Lightweight concrete, 5000 psi, 20% fly ash",1607445,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_7,113,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR9,Elevated slabs,Cross laminated timber,CLT (Cross laminated timber),CLT (Cross laminated timber),775305,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,6862.511417849999,0.0,0.0,0.0,116.66269410345,7.2056369887425,4023.9271495575003
Element_8,114,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR9,Elevated slabs,Steel welded wire mesh,"Steel, welded wire mesh","Steel, welded wire mesh",10802,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_9,115,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR9,Structural framing: beams,Glue laminated timber,Glue laminated timber (Glulam),"Glue laminated timber (Glulam), AWC - EPD",37922,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,335.66165314,0.0,0.0,0.0,5.70624810338,0.352444735797,196.81978752299997
