element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_0,0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Column foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",169198,Calculated from takeoff from Revit,C2-C4: End-of-life,6818.6794,0.0,0,15.481617,0.7850787199999999,307.94036,6.158807199999999e-10
Element_1,1,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Column foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",12633,Calculated from takeoff from Revit,C2-C4: End-of-life,169.28220000000002,-2.526600000000007,0,0.770613,0.03903597,15.285929999999999,3.0698190000000003e-11
Element_2,2,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Wall foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",309582,Calculated from takeoff from Revit,C2-C4: End-of-life,12476.154600000002,0.0,0,28.326753,1.4364604799999998,563.43924,1.12687848e-09
Element_3,3,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Wall foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",23115,Calculated from takeoff from Revit,C2-C4: End-of-life,309.741,-4.623000000000012,0,1.410015,0.07142535,27.96915,5.6169450000000004e-11
Element_4,4,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR1,Slab on grade,Concrete slab on grade,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,C2-C4: End-of-life,21593.344500000003,0.0,0,49.0270725,2.4861815999999997,975.1833,1.9503666e-09
Element_5,5,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR1,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh","Steel, welded wire mesh",3601,Calculated from takeoff from Revit,C2-C4: End-of-life,3.226496,-0.061216999999999924,0,0.01465607,0.000741806,0.2906007,5.83362e-13
Element_6,6,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Concrete topping,"Lightweight concrete, 5000 psi","Lightweight concrete, 5000 psi, 20% fly ash",2551980,Calculated from takeoff from Revit,C2-C4: End-of-life,102844.79400000001,0.0,0,233.50617,11.841187199999998,4644.6036,9.2892072e-09
Element_7,7,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Steel deck,"Steel decking, galvanized",Galvanized steel decking,132267,Calculated from takeoff from Revit,C2-C4: End-of-life,1772.3778,-26.45340000000007,0,8.068287,0.40870503,160.04307,3.2140881e-10
Element_8,8,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Steel welded wire mesh,"Steel, welded wire mesh","Steel, welded wire mesh",17149,Calculated from takeoff from Revit,C2-C4: End-of-life,15.365504,-0.29153299999999965,0,0.06979643,0.003532694,1.3839242999999999,2.7781379999999998e-12
Element_9,9,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural framing: beams,Steel W Shape,"Steel, hot rolled structural steel","Hot rolled structural steel, AISC - EPD",217730,Calculated from takeoff from Revit,C2-C4: End-of-life,195.08608,-3.7014099999999956,0,0.8861611,0.04485238,17.570811,3.527226e-11
Element_10,10,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural framing: girders,Steel W Shape,"Steel, hot rolled structural steel","Hot rolled structural steel, AISC - EPD",89824,Calculated from takeoff from Revit,C2-C4: End-of-life,80.482304,-1.5270079999999981,0,0.36558368,0.018503744,7.2487968,1.4551488e-11
Element_11,11,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural columns,Steel W Shape,"Steel, hot rolled structural steel","Hot rolled structural steel, AISC - EPD",44674,Calculated from takeoff from Revit,C2-C4: End-of-life,40.027904,-0.7594579999999991,0,0.18182318,0.009202844,3.6051918,7.2371879999999994e-12
Element_12,12,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural walls,Concrete shear wall,"Normalweight concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,C2-C4: End-of-life,35227.1569,0.0,0,79.9822545,4.05593072,1590.90386,3.18180772e-09
Element_13,13,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural walls,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",65267,Calculated from takeoff from Revit,C2-C4: End-of-life,874.5778,-13.053400000000034,0,3.981287,0.20167503,78.97306999999999,1.5859881e-10
Element_14,6,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Insulation,"3.5"" Mineral wool insulation","Mineral wool, low density, NAIMA - EPD",8366,"Kaleidoscope Calculator, Payette",C2-C4: End-of-life,374.7968,-6.692800000000018,0,1.698298,0.08616979999999999,33.71498,6.768094e-11
Element_15,7,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Wall structure,"6"" galvanized steel stud framing",Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette",C2-C4: End-of-life,13.4176,-0.2545749999999997,0,0.06094825,0.00308485,1.2084825,2.4259499999999998e-12
Element_16,8,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Exterior finish,Enamel paint,"Paint, enamel, solvent based",661,"Kaleidoscope Calculator, Payette",C2-C4: End-of-life,9.7828,0.0,0,0.151369,0.0579036,1.26912,1.76487e-12
Element_17,9,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Exterior finish,Formed steel sheet,"Steel, sheet",11388,"Kaleidoscope Calculator, Payette",C2-C4: End-of-life,9.725352,-0.18220800000000073,0,0.04418544,0.002243436,0.8757372,1.7537519999999998e-12
Element_18,10,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Support,Galvanized steel support,Galvanized steel,4039,"Kaleidoscope Calculator, Payette",C2-C4: End-of-life,54.1226,-0.8078000000000021,0,0.246379,0.01248051,4.8871899999999995,9.81477e-12
Element_19,11,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Interior finish,Gypsum wall board,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",C2-C4: End-of-life,1372.8512,-24.515200000000064,0,6.220732,0.3156332,123.49531999999999,2.4790996e-10
Element_20,12,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Support,Stainless steel fasteners,"Fasteners, stainless steel",323,"Kaleidoscope Calculator, Payette",C2-C4: End-of-life,0.289408,-0.005490999999999993,0,0.00131461,6.653799999999999e-05,0.0260661,5.2326e-14
Element_21,13,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,AVB,AVB membrane,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",C2-C4: End-of-life,301.0112,-5.375200000000014,0,1.363957,0.0692057,27.077569999999998,5.435671e-11
Element_22,14,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Wall structure,Sheathing,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",C2-C4: End-of-life,1355.6928,-24.208800000000064,0,6.142983,0.3116883,121.95182999999999,2.4481149e-10
Element_23,15,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Thermal break,Thermal break,"Adhesive, polychloroprene (neoprene)",96,"Kaleidoscope Calculator, Payette",C2-C4: End-of-life,1.1520000000000001,-0.01920000000000005,0,0.017856,0.006825599999999999,0.14976,2.0832000000000002e-13
Element_24,16,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",C2-C4: End-of-life,22.8032,0.0,0,0.103327,0.0052426999999999994,2.0512699999999997,4.11781e-12
