element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Tally material,Weight (kg),Data Source (Material Quantities),Building Material_name,life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_0,92,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR8,Column foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A5: Construction,5822.37879146532,-72.68279572575001,0.0,0.0,14.9165107912044,1.0223943540098401,332.52647008291206,8.825468962010402e-07
Element_1,93,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR8,Column foundation,Steel reinforcement,"Steel, reinforcing rod",60010,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,3638.768522412342,-18.36306,0.0,0.0,15.48331882295664,0.49368235750580397,202.59270977819222,-1.4436657206438974e-05
Element_2,94,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR8,Wall foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",2357586,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A5: Construction,25618.46668244741,-319.80430119330003,0.0,0.0,65.63264748129937,4.498535157643296,1463.1164683648128,3.883206343284577e-06
Element_3,95,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR8,Wall foundation,Steel reinforcement,"Steel, reinforcing rod",264045,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,16010.64213465034,-80.79777000000001,0.0,0.0,68.12686083332089,2.172210599693718,891.4112990065448,-6.35215322791905e-05
Element_4,96,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR8,Slab on grade,Concrete Slab on grade,"Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A5: Construction,5822.37879146532,-72.68279572575001,0.0,0.0,14.9165107912044,1.0223943540098401,332.52647008291206,8.825468962010402e-07
Element_5,97,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR8,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh",3601,Calculated from takeoff from Revit,"Steel, welded wire mesh",A5: Construction,293.7008586391542,-1.0821365099999998,0.0,0.0,0.9067476864020639,0.03395796359762039,12.758715700691221,-1.2541236057416974e-06
Element_6,98,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR8,Elevated slabs,Concrete topping,"Lightweight concrete, 5000 psi, 20% fly ash",1607445,Calculated from takeoff from Revit,"Lightweight concrete, 5000 psi",A5: Construction,29742.121512836464,-314.79270561900006,0.0,0.0,117.79006498411323,4.93985648702952,1699.258488619986,2.64960177150312e-06
Element_7,99,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR8,Elevated slabs,Cross laminated timber,CLT (Cross laminated timber),775305,Calculated from takeoff from Revit,CLT (Cross laminated timber),A5: Construction,75452.45992620157,-88927.4835,0.0,121567.82400000001,674.6923681337953,109.21203530780473,6318.600294292596,0.004856643182767275
Element_8,100,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR8,Elevated slabs,Steel welded wire mesh,"Steel, welded wire mesh",10802,Calculated from takeoff from Revit,"Steel, welded wire mesh",A5: Construction,881.0210150014284,-3.2461090199999996,0.0,0.0,2.7199912547945275,0.1018644606446808,38.272603998574446,-3.7620225462987557e-06
Element_9,101,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR8,Structural framing: beams,Glue laminated timber,"Glue laminated timber (Glulam), AWC - EPD",109396,Calculated from takeoff from Revit,Glue laminated timber (Glulam),A5: Construction,10646.387300593633,-12547.7212,0.0,17153.292800000003,95.19949736473346,15.409883612942785,891.5582871185312,0.0006852752627959439
Element_10,102,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR8,Structural framing: girders,Glue laminated timber,"Glue laminated timber (Glulam), AWC - EPD",76129,Calculated from takeoff from Revit,Glue laminated timber (Glulam),A5: Construction,7408.852415142168,-8731.9963,0.0,11937.0272,66.24961182200256,10.723783589616817,620.4380492892487,0.0004768850824654587
Element_11,103,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR8,Structural columns,Glue laminated timber,"Glue laminated timber (Glulam), AWC - EPD",107537,Calculated from takeoff from Revit,Glue laminated timber (Glulam),A5: Construction,10465.469954513304,-12334.493900000003,0.0,16861.801600000003,93.5817429166637,15.148018703472047,876.4077619096265,0.0006736301687016657
Element_12,104,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR8,Structural walls,Concrete shear wall,"Structural concrete, 6000 psi, 20% fly ash",1092652,Calculated from takeoff from Revit,"Normalweight concrete, 6000 psi",A5: Construction,14163.145048246655,-190.1583796376,0.0,0.0,35.898611357403524,2.494645511911872,793.6505717073296,1.800107255844832e-06
Element_13,105,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR8,Structural walls,Steel reinforcement,"Steel, reinforcing rod",142771,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,8657.067500638768,-43.687926,0.0,0.0,36.836675748580944,1.1745296427838885,481.9923973961386,-3.4346542010006646e-05
Element_14,17,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Insulation,"Mineral wool, low density, NAIMA - EPD",10806,"Kaleidoscope Calculator, Payette","5"" Mineral wool insulation",A5: Construction,1722.2923886026083,-87.31248000000001,0.0,0.0,12.42938609924736,0.31545509745609596,72.9666826008528,4.218213649615337e-05
Element_15,18,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Interior finish,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Acrylic latex paint,A5: Construction,129.383750921288,2.5450000000000004,0.0,0.0,0.49876575151296,0.02617428133825598,9.820708236040801,2.9939562071336e-08
Element_16,19,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Wall structure,Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette","6"" galvanized steel stud framing",A5: Construction,1145.002217612145,-8.99263725,0.0,0.0,4.4985560646684,0.20680696900148998,66.98472490081951,1.4237167878094441e-05
Element_17,20,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Exterior finish + support,"Aluminum curtain wall system, YKK AP - EPD",10917,"Kaleidoscope Calculator, Payette",Aluminum curtain wall system,A5: Construction,1102.8939956741915,-0.004366799999999964,0.0,0.0,7.043905643995872,0.1648893622997592,67.31789920236756,1.5295285770896522e-07
Element_18,21,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Interior finish,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Gypsum wall board,A5: Construction,1506.9020619014875,-3.6772800000000094,0.0,0.0,2.86046723949696,0.17249142397065598,72.8295861838608,1.0842166401387357e-06
Element_19,0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT1,Glazing: double pane IGU,Glazing,"Glazing, double, insulated (air)",35343,"Viracon IGU, 1” Clear Insulating Low-E Glass Unit with a  ½” VTS Airspace and Both Lites Fully Tempered  and Heat Soak Tested",Double pane IGU,A5: Construction,539.688063238632,-0.2827440000000008,0.0,0.0,4.11008490313344,0.178361216432784,55.6040129880312,3.038900359766041e-07
Element_20,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,EPDM membrane,A5: Construction,5366.575795416108,-66.27348,0.0,0.0,14.96724928616736,1.513286485443096,211.5297274937028,3.84376780572876e-07
Element_21,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,Polyisocyanurate board,A5: Construction,4509.04765311375,-162.1281,0.0,0.0,17.390259765899998,1.5611386009274997,209.42610301012502,0.0002053565984565075
