element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),life_cycle_stage,scenario,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential
Element_0,28,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR3,Column foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",342922,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_1,29,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR3,Column foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",38407,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,509.93185138499996,0.0,0.0,0.0,8.668841473545,0.5354284439542499,299.00549467575
Element_2,30,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR3,Wall foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",2357586,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_3,31,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR3,Wall foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",264045,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,3505.739987475,0.0,0.0,0.0,59.597579787075,3.6810269868487504,2055.6384472012505
Element_4,32,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR3,Slab on grade,Concrete Slab on grade,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_5,33,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR3,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh","Steel, welded wire mesh",3601,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_6,34,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Elevated slabs,Concrete topping,"Lightweight concrete, 5000 psi","Lightweight concrete, 5000 psi, 20% fly ash",2551980,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_7,35,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Elevated slabs,Steel deck,"Steel decking, galvanized",Galvanized steel decking,132267,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,1756.1162336849998,0.0,0.0,0.0,29.853975972645,1.8439220453692498,1029.72270066075
Element_8,36,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Elevated slabs,Steel welded wire mesh,"Steel, welded wire mesh","Steel, welded wire mesh",17149,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_9,37,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural framing: beams,Steel W Shape,"Steel, hot rolled structural steel","Hot rolled structural steel, AISC - EPD",44512,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,590.98827216,0.0,0.0,0.0,10.04680062672,0.620537685768,346.534032312
Element_10,38,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural framing: girders,Steel W Shape,"Steel, hot rolled structural steel","Hot rolled structural steel, AISC - EPD",41074,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,545.34175707,0.0,0.0,0.0,9.27080987019,0.5726088449235,319.7685757365
Element_11,39,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural columns,Steel W Shape,"Steel, hot rolled structural steel","Hot rolled structural steel, AISC - EPD",121621,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,1614.768706155,0.0,0.0,0.0,27.451068004634998,1.69550714146275,946.84165042725
Element_12,40,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural walls,Concrete shear wall,"Normalweight concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",1092652,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_13,41,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural walls,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",142771,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,1895.5784194049997,0.0,0.0,0.0,32.224833129885,1.99035734037525,1111.4982550147502
Element_14,22,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO3,MV: brick,Exterior finish,Brick,"Brick, generic",360492,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_15,23,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO3,MV: brick,Support,Galvanized steel shelf angle with knife plate,Galvanized steel,12117,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,160.87807543499997,0.0,0.0,0.0,2.734927282395,0.16892197920675,94.33305332325001
Element_16,24,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO3,MV: brick,Insulation,"4"" Mineral wool insulation","Mineral wool, low density, NAIMA - EPD",9412,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
