element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Tally material,Weight (kg),Data Source (Material Quantities),Building Material_name,life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_0,0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Column foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",169198,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A5: Construction,1823.2151719768963,-22.9515479619,0.0,4.63186797806832,0.318273928873152,102.48815280323362,1.8588906866851206e-07
Element_1,1,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Column foundation,Steel reinforcement,"Steel, reinforcing rod",12633,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,753.6598174800324,-3.865698,0.0,3.196379018834208,0.1002472191153288,40.62463290843084,-3.113788761600487e-06
Element_2,2,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Wall foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",309582,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A5: Construction,3335.9413194656645,-41.99450419710001,0.0,8.47494032072688,0.582346596581568,187.52282722686243,3.4012168971580805e-07
Element_3,3,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Wall foundation,Steel reinforcement,"Steel, reinforcing rod",23115,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,1378.995225287022,-7.07319,0.0,5.848515872742239,0.18342551015996397,74.3321768129802,-5.697397864671516e-06
Element_4,4,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR1,Slab on grade,Concrete slab on grade,"Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A5: Construction,5773.744591382881,-72.68279572575001,0.0,14.6681659397196,1.0079075710065604,324.55873943110805,5.886721552773602e-07
Element_5,5,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR1,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh",3601,Calculated from takeoff from Revit,"Steel, welded wire mesh",A5: Construction,290.1790373861028,-1.0821365099999998,0.0,0.888763918301376,0.03290891045841359,12.181736474127481,-1.2754043979941785e-06
Element_6,6,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Concrete topping,"Lightweight concrete, 5000 psi, 20% fly ash",2551980,Calculated from takeoff from Revit,"Lightweight concrete, 5000 psi",A5: Construction,46986.96300063096,-499.764961716,0.0,185.82071346508323,7.7735194773715195,2659.794400419336,2.80684150612512e-06
Element_7,7,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Steel deck,Galvanized steel decking,132267,Calculated from takeoff from Revit,"Steel decking, galvanized",A5: Construction,35164.5152114123,-663.9803400000001,0.0,186.41631962636066,8.088279357037704,2802.6297117207378,0.0007750050182370746
Element_8,8,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Steel welded wire mesh,"Steel, welded wire mesh",17149,Calculated from takeoff from Revit,"Steel, welded wire mesh",A5: Construction,1381.9162210869974,-5.15344599,0.0,4.232549968050623,0.15672171770378637,58.01294051508252,-6.073843382727621e-06
Element_9,9,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural framing: beams,Steel W Shape,"Hot rolled structural steel, AISC - EPD",217730,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",A5: Construction,11257.694821473742,-11.0715705,0.0,60.3875271867808,1.4220764433538802,389.328818944634,6.215967986220279e-06
Element_10,10,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural framing: girders,Steel W Shape,"Hot rolled structural steel, AISC - EPD",89824,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",A5: Construction,4644.335551573312,-4.5675504,0.0,24.912732476119043,0.5866742959069441,160.61668962881922,2.564382989915264e-06
Element_11,11,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural columns,Steel W Shape,"Hot rolled structural steel, AISC - EPD",44674,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",A5: Construction,2309.8620238576123,-2.2716729,0.0,12.390356815975041,0.291782680523544,79.88277066794922,1.275396839279864e-06
Element_12,12,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural walls,Concrete shear wall,"Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,"Normalweight concrete, 6000 psi",A5: Construction,11251.192859103097,-152.12694735739998,0.0,28.31378788298032,1.972086019256352,621.9230016139436,9.606639252427123e-07
