element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),life_cycle_stage,scenario,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential
Element_0,92,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR8,Column foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,2188.5390037098005,0.0,0.0,0.0,11.175518316816,0.6519052351476,358.54787933118
Element_1,93,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR8,Column foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",60010,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,4879.84120263855,0.0,0.0,0.0,30.604124993525996,1.8131270870916,1001.457191548305
Element_2,94,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR8,Wall foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",2357586,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,9629.571616323119,0.0,0.0,0.0,49.17228059399039,2.86838303464944,1577.610669057192
Element_3,95,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR8,Wall foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",264045,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,21471.38260874348,0.0,0.0,0.0,134.658659955267,7.9777893969522005,4406.428330984372
Element_4,96,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR8,Slab on grade,Concrete Slab on grade,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,2188.5390037098005,0.0,0.0,0.0,11.175518316816,0.6519052351476,358.54787933118
Element_5,97,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR8,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh","Steel, welded wire mesh",3601,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,264.136593978855,0.0,0.0,0.0,1.3487826075516,0.07867898544051,43.2734419922805
Element_6,98,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR8,Elevated slabs,Concrete topping,"Lightweight concrete, 5000 psi","Lightweight concrete, 5000 psi, 20% fly ash",1607445,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,6565.6170111293995,0.0,0.0,0.0,33.526554950448,1.9557157054428,1075.64363799354
Element_7,99,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR8,Elevated slabs,Cross laminated timber,CLT (Cross laminated timber),CLT (Cross laminated timber),775305,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,65868.88004722168,0.0,0.0,0.0,385.323777465534,22.7174082517809,12531.070621928968
Element_8,100,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR8,Elevated slabs,Steel welded wire mesh,"Steel, welded wire mesh","Steel, welded wire mesh",10802,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,792.3364310357099,0.0,0.0,0.0,4.0459732648632,0.23601510711702,129.808308914361
Element_9,101,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR8,Structural framing: beams,Glue laminated timber,Glue laminated timber (Glulam),"Glue laminated timber (Glulam), AWC - EPD",109396,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,9294.13843796424,0.0,0.0,0.0,54.36941585520479,3.20543991475848,1768.141572357384
Element_10,102,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR8,Structural framing: girders,Glue laminated timber,Glue laminated timber (Glulam),"Glue laminated timber (Glulam), AWC - EPD",76129,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,6467.81843160426,0.0,0.0,0.0,37.8358373216652,2.2306751185660203,1230.4549504734662
Element_11,103,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR8,Structural columns,Glue laminated timber,Glue laminated timber (Glulam),"Glue laminated timber (Glulam), AWC - EPD",107537,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,9136.20027426378,0.0,0.0,0.0,53.445499587015604,3.1509688847250596,1738.0949967694983
Element_12,104,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR8,Structural walls,Concrete shear wall,"Normalweight concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",1092652,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,4462.94246984784,0.0,0.0,0.0,22.7894934630528,1.32938711867808,731.1629152729441
Element_13,105,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR8,Structural walls,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",142771,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,11609.728517612202,0.0,0.0,0.0,72.81089034245458,4.313647181322359,2382.586980412315
Element_14,22,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO3,MV: brick,Exterior finish,Brick,"Brick, generic",360492,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,10552.424657947922,0.0,0.0,0.0,53.884721657606406,3.14327543002704,1728.801486514872
Element_15,23,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO3,MV: brick,Support,Galvanized steel shelf angle with knife plate,Galvanized steel,12117,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,985.3197109210352,0.0,0.0,0.0,6.179473130254201,0.36609999857172004,202.2105780701685
