element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),life_cycle_stage,scenario,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential
Element_0,42,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR4,Column foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",1044839,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_1,43,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR4,Column foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",117020,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,1553.6809761,0.0,0.0,0.0,26.4125765937,1.631365024905,911.022026895
Element_2,44,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR4,Wall foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",1905120,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_3,45,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR4,Wall foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",213370,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,2832.92522535,0.0,0.0,0.0,48.15972883095,2.9745714866175,1661.1243366825001
Element_4,46,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR4,Slab on grade,Concrete Slab on grade,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_5,47,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR4,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh","Steel, welded wire mesh",3601,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_6,48,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR4,Elevated slabs,Concrete slab,"Normalweight concrete, 5000 psi","Structural concrete, 5000 psi, 20% fly ash",6429780,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_7,49,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR4,Elevated slabs,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",43207,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,573.6617153850001,0.0,0.0,0.0,9.752249161544999,0.60234480115425,336.37436947575
Element_8,50,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR4,Structural columns,Concrete columns,"Normalweight concrete, 5000 psi","Structural concrete, 5000 psi, 20% fly ash",534398,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_9,51,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR4,Structural columns,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",39901,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,529.7677715550001,0.0,0.0,0.0,9.006052116435,0.55625616013275,310.63655695725004
Element_10,52,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR4,Structural walls,Concrete shear wall,"Normalweight concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",1092652,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_11,53,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR4,Structural walls,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",142771,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,1895.5784194049997,0.0,0.0,0.0,32.224833129885,1.99035734037525,1111.4982550147502
