element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Tally material,Weight (kg),Data Source (Material Quantities),Building Material_name,life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_0,106,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR9,Column foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",141455,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A5: Construction,1537.1062623232401,-19.188236367750005,0.0,0.0,3.9379543946508004,0.26991180416088,87.786888805984,2.3299211705928002e-07
Element_1,107,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR9,Column foundation,Steel reinforcement,"Steel, reinforcing rod",15843,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,960.6567188898306,-4.847958,0.0,0.0,4.087689053692752,0.1303351039820772,53.485690735142455,-3.8113641080088764e-06
Element_2,108,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR9,Wall foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",2357586,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A5: Construction,25618.46668244741,-319.80430119330003,0.0,0.0,65.63264748129937,4.498535157643296,1463.1164683648128,3.883206343284577e-06
Element_3,109,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR9,Wall foundation,Steel reinforcement,"Steel, reinforcing rod",264045,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,16010.64213465034,-80.79777000000001,0.0,0.0,68.12686083332089,2.172210599693718,891.4112990065448,-6.35215322791905e-05
Element_4,110,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR9,Slab on grade,Concrete Slab on grade,"Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A5: Construction,5822.37879146532,-72.68279572575001,0.0,0.0,14.9165107912044,1.0223943540098401,332.52647008291206,8.825468962010402e-07
Element_5,111,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR9,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh",3601,Calculated from takeoff from Revit,"Steel, welded wire mesh",A5: Construction,293.7008586391542,-1.0821365099999998,0.0,0.0,0.9067476864020639,0.03395796359762039,12.758715700691221,-1.2541236057416974e-06
Element_6,112,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR9,Elevated slabs,Concrete topping,"Lightweight concrete, 5000 psi, 20% fly ash",1607445,Calculated from takeoff from Revit,"Lightweight concrete, 5000 psi",A5: Construction,29742.121512836464,-314.79270561900006,0.0,0.0,117.79006498411323,4.93985648702952,1699.258488619986,2.64960177150312e-06
Element_7,113,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR9,Elevated slabs,Cross laminated timber,CLT (Cross laminated timber),775305,Calculated from takeoff from Revit,CLT (Cross laminated timber),A5: Construction,75452.45992620157,-88927.4835,0.0,121567.82400000001,674.6923681337953,109.21203530780473,6318.600294292596,0.004856643182767275
Element_8,114,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR9,Elevated slabs,Steel welded wire mesh,"Steel, welded wire mesh",10802,Calculated from takeoff from Revit,"Steel, welded wire mesh",A5: Construction,881.0210150014284,-3.2461090199999996,0.0,0.0,2.7199912547945275,0.1018644606446808,38.272603998574446,-3.7620225462987557e-06
Element_9,115,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR9,Structural framing: beams,Glue laminated timber,"Glue laminated timber (Glulam), AWC - EPD",37922,Calculated from takeoff from Revit,Glue laminated timber (Glulam),A5: Construction,3690.5581484982245,-4349.6534,0.0,5946.169600000001,33.00079837531008,5.341818771893088,309.0576745411984,0.00023754989684948897
Element_10,116,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR9,Structural framing: girders,Glue laminated timber,"Glue laminated timber (Glulam), AWC - EPD",31185,Calculated from takeoff from Revit,Glue laminated timber (Glulam),A5: Construction,3034.91524341852,-3576.919500000001,0.0,4889.808,27.1380701791584,4.39282259378424,254.15230158133204,0.00019534817607857249
Element_11,117,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR9,Structural columns,Glue laminated timber,"Glue laminated timber (Glulam), AWC - EPD",71691,Calculated from takeoff from Revit,Glue laminated timber (Glulam),A5: Construction,6976.9475297712725,-8222.9577,0.0,11241.1488,62.38753853500225,10.098632181208465,584.2691246646552,0.000449084691077407
Element_12,118,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR9,Structural walls,Concrete shear wall,"Structural concrete, 6000 psi, 20% fly ash",1092652,Calculated from takeoff from Revit,"Normalweight concrete, 6000 psi",A5: Construction,14163.145048246655,-190.1583796376,0.0,0.0,35.898611357403524,2.494645511911872,793.6505717073296,1.800107255844832e-06
Element_13,119,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR9,Structural walls,Steel reinforcement,"Steel, reinforcing rod",142771,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,8657.067500638768,-43.687926,0.0,0.0,36.836675748580944,1.1745296427838885,481.9923973961386,-3.4346542010006646e-05
Element_14,17,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Insulation,"Mineral wool, low density, NAIMA - EPD",10806,"Kaleidoscope Calculator, Payette","5"" Mineral wool insulation",A5: Construction,1722.2923886026083,-87.31248000000001,0.0,0.0,12.42938609924736,0.31545509745609596,72.9666826008528,4.218213649615337e-05
Element_15,18,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Interior finish,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Acrylic latex paint,A5: Construction,129.383750921288,2.5450000000000004,0.0,0.0,0.49876575151296,0.02617428133825598,9.820708236040801,2.9939562071336e-08
Element_16,19,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Wall structure,Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette","6"" galvanized steel stud framing",A5: Construction,1145.002217612145,-8.99263725,0.0,0.0,4.4985560646684,0.20680696900148998,66.98472490081951,1.4237167878094441e-05
Element_17,20,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Exterior finish + support,"Aluminum curtain wall system, YKK AP - EPD",10917,"Kaleidoscope Calculator, Payette",Aluminum curtain wall system,A5: Construction,1102.8939956741915,-0.004366799999999964,0.0,0.0,7.043905643995872,0.1648893622997592,67.31789920236756,1.5295285770896522e-07
Element_18,21,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Interior finish,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Gypsum wall board,A5: Construction,1506.9020619014875,-3.6772800000000094,0.0,0.0,2.86046723949696,0.17249142397065598,72.8295861838608,1.0842166401387357e-06
