element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_0,14,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Concrete footing,"Normalweight Concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",169198,Calculated from takeoff from Revit,Product: A1-A3,29031.321760911997,-459.03095923800004,,74.018879862,5.3974162,1641.18168446,5.2112983999999995e-09
Element_1,15,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",12633,Calculated from takeoff from Revit,Product: A1-A3,24129.03,-126.33,,101.56932,3.057186,1203.9249,-0.00010877013000000001
Element_2,16,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Concrete footing,"Normalweight Concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",309582,Calculated from takeoff from Revit,Product: A1-A3,53118.681387407996,-839.890083942,,135.432527958,9.8756658,3002.87419614,9.5351256e-09
Element_3,17,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",23115,Calculated from takeoff from Revit,Product: A1-A3,44149.65,-231.15,,185.8446,5.59383,2202.8595,-0.00019902015000000003
Element_4,18,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Concrete slab on grade,"Normalweight Concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,Product: A1-A3,91936.17932436,-1453.6559145150002,,234.402452235,17.0924985,5197.28226255,1.6503102e-08
Element_5,19,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh","Steel, welded wire mesh",3601,Calculated from takeoff from Revit,Product: A1-A3,9434.62,-36.01,,28.41189,1.026285,367.30199999999996,-4.39322e-05
Element_6,20,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Concrete slab,"Normalweight Concrete, 5000 psi","Structural concrete, 5000 psi, 20% fly ash",6429780,Calculated from takeoff from Revit,Product: A1-A3,1338670.48060242,-21750.80766894,,3376.86258798,246.903552,74264.62126734,2.3790186e-07
Element_7,21,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",43207,Calculated from takeoff from Revit,Product: A1-A3,82525.37,-432.07,,347.38428,10.456094,4117.6271,-0.00037201227
Element_8,22,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural columns,Concrete columns,"Normalweight Concrete, 5000 psi","Structural concrete, 5000 psi, 20% fly ash",601223,Calculated from takeoff from Revit,Product: A1-A3,125173.720152047,-2033.830992529,,315.75690859300005,23.0869632,6944.187575969,2.2245251e-08
Element_9,23,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural columns,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",20004,Calculated from takeoff from Revit,Product: A1-A3,38207.64,-200.04,,160.83216000000002,4.840968,1906.3811999999998,-0.00017223444
Element_10,24,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Concrete shear wall,"Normalweight Concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,Product: A1-A3,186623.047220564,-3042.538947148,,470.087615186,34.440446200000004,10327.617266459,3.3129261700000004e-08
Element_11,25,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",65267,Calculated from takeoff from Revit,Product: A1-A3,124659.97,-652.67,,524.74668,15.794614,6219.9451,-0.00056194887
Element_12,50,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Exterior finish,"3/4"" Brick","Brick, generic",74168,"Kaleidoscope Calculator, Payette",Product: A1-A3,21434.552,0.0,,37.306504,1.9580352,619.3027999999999,5.043424e-09
Element_13,51,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Exterior finish,Type S Mortar,Mortar type S,11329,"Kaleidoscope Calculator, Payette",Product: A1-A3,2786.9339999999997,-45.316,,5.143365999999999,0.3953821,114.4229,4.701535e-10
Element_14,52,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,Galvanized Steel Backer Tray,Zinc coating (galvanized) for steel G60,425,"Kaleidoscope Calculator, Payette",Product: A1-A3,5397.5,85.0,,20.145,1.0285,297.5,-2.822e-08
Element_15,53,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,"Steel, Sheet","Steel, sheet",16759,"Kaleidoscope Calculator, Payette",Product: A1-A3,39048.47,-167.59,,151.83654,6.887949,2128.393,0.0004977423
Element_16,54,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,Galvanized Steel Support System,Galvanized steel,4039,"Kaleidoscope Calculator, Payette",Product: A1-A3,10420.62,-201.95000000000002,,55.3343,2.378971,807.8000000000001,0.0002350698
Element_17,55,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Thermal break,Thermal Break,"Adhesive, polychloroprene (neoprene)",96,"Kaleidoscope Calculator, Payette",Product: A1-A3,248.64,0.96,,0.42816000000000004,0.031008,202.56,1.4016e-10
Element_18,56,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Insulation,"3.5"" Mineral Wool insulation","Mineral wool, low density, NAIMA - EPD",8366,"Kaleidoscope Calculator, Payette",Product: A1-A3,12632.66,-669.28,,92.8626,2.25882,477.6986,0.0003246008
Element_19,57,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,AVB,AVB membrane,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",Product: A1-A3,5207.225,26.876,,24.188399999999998,1.3303619999999998,331.91859999999997,9.54098e-08
Element_20,58,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Wall structure,Sheathing,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",Product: A1-A3,14313.453,-605.22,,58.706340000000004,5.689068,705.0813,0.0005870634
Element_21,59,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Wall structure,"6"" Galvanized Steel Stud Framing",Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette",Product: A1-A3,36688.75,-299.5,,142.41225,6.454225,1991.6750000000002,0.0004657225
Element_22,60,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Interior finish,Gypsum Wall Board,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Product: A1-A3,7477.1359999999995,0.0,,6.741680000000001,0.4780464,166.09048,8.090016e-10
Element_23,61,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Product: A1-A3,1221.6,25.450000000000003,,4.6319,0.241775,88.05699999999999,6.8206e-10
Element_24,1,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT2,Glazing: triple pane IGU,Glazing,Triple pane IGU,"Glazing, triple, insulated (air)",54275,"Viracon triple pane IGU, 1-5/16"" Clear Insulating Low-E Laminated  Glass Unit with a ½” VTS Airspace  and Both Lites Heat Treated",Product: A1-A3,68929.25,542.75,,538.95075,22.958325,6621.55,2.93085e-08
Element_25,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,Product: A1-A3,34869.380000000005,-433.16,,90.09728,7.092995,1277.822,8.522423e-09
Element_26,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,Product: A1-A3,29069.9,-1073.05,,106.3295,7.657675,1248.64,0.0013657
