element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Tally material,Weight (kg),Data Source (Material Quantities),Building Material_name,life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_0,14,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",169198,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",Construction: A5,1823.2151719768963,-22.9515479619,0.0,4.63186797806832,0.318273928873152,102.48815280323362,1.8588906866851206e-07
Element_1,15,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Steel reinforcement,"Steel, reinforcing rod",12633,Calculated from takeoff from Revit,"Steel, reinforcing rod",Construction: A5,753.6598174800324,-3.865698,0.0,3.196379018834208,0.1002472191153288,40.62463290843084,-3.113788761600487e-06
Element_2,16,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",309582,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",Construction: A5,3335.9413194656645,-41.99450419710001,0.0,8.47494032072688,0.582346596581568,187.52282722686243,3.4012168971580805e-07
Element_3,17,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Steel reinforcement,"Steel, reinforcing rod",23115,Calculated from takeoff from Revit,"Steel, reinforcing rod",Construction: A5,1378.995225287022,-7.07319,0.0,5.848515872742239,0.18342551015996397,74.3321768129802,-5.697397864671516e-06
Element_4,18,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Concrete slab on grade,"Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",Construction: A5,5773.744591382881,-72.68279572575001,0.0,14.6681659397196,1.0079075710065604,324.55873943110805,5.886721552773602e-07
Element_5,19,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh",3601,Calculated from takeoff from Revit,"Steel, welded wire mesh",Construction: A5,290.1790373861028,-1.0821365099999998,0.0,0.888763918301376,0.03290891045841359,12.181736474127481,-1.2754043979941785e-06
Element_6,20,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Concrete slab,"Structural concrete, 5000 psi, 20% fly ash",6429780,Calculated from takeoff from Revit,"Normalweight concrete, 5000 psi",Construction: A5,162113.50306419912,-2175.080766894,0.0,408.43929866927044,28.36913870415744,8979.133158020592,1.413211819025e-05
Element_7,21,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Steel reinforcement,"Steel, reinforcing rod",43207,Calculated from takeoff from Revit,"Steel, reinforcing rod",Construction: A5,2577.6442439531197,-13.221342,0.0,10.932157703377632,0.3428624710136952,138.94312626253233,-1.064968503304617e-05
Element_8,22,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural columns,Concrete columns,"Structural concrete, 5000 psi, 20% fly ash",601223,Calculated from takeoff from Revit,"Normalweight concrete, 5000 psi",Construction: A5,15158.584998672894,-203.38309925290002,0.0,38.191524509988646,2.6526846453735042,839.6028129523273,1.3214378244202242e-06
Element_9,23,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural columns,Steel reinforcement,"Steel, reinforcing rod",20004,Calculated from takeoff from Revit,"Steel, reinforcing rod",Construction: A5,1193.3991125520913,-6.121224,0.0,5.061376228351105,0.1587386504538144,64.32796300959792,-4.930596880159594e-06
Element_10,24,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Concrete shear wall,"Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,"Normalweight concrete, 6000 psi",Construction: A5,11251.192859103097,-152.12694735739998,0.0,28.31378788298032,1.972086019256352,621.9230016139436,9.606639252427123e-07
Element_11,25,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Steel reinforcement,"Steel, reinforcing rod",65267,Calculated from takeoff from Revit,"Steel, reinforcing rod",Construction: A5,3893.7002538960874,-19.971701999999997,0.0,16.513739366916187,0.5179161917201112,209.88268155106113,-1.6087045919684874e-05
Element_12,61,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Insulation,"Mineral wool, low density, NAIMA - EPD",8366,"Kaleidoscope Calculator, Payette","3.5"" Mineral wool insulation",Construction: A5,1322.5138523097921,-67.59728,0.0,9.56724642456064,0.240983116432704,54.70763303798719,3.259162210715742e-05
Element_13,62,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Wall structure,Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette","6"" galvanized steel stud framing",Construction: A5,1130.3564877414299,-8.99263725,0.0,4.4237693589455995,0.20244441116765996,64.585318092213,1.414867027632246e-05
Element_14,63,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,Zinc coating (galvanized) for steel G60,425,"Kaleidoscope Calculator, Payette",Galvanized steel backer tray,Construction: A5,544.4250340323,8.466,0.0,2.037277461016,0.10411316439259999,30.375252915930005,1.3922464360600002e-08
Element_15,64,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Exterior finish,"Brick, generic",74168,"Kaleidoscope Calculator, Payette","3/4"" Brick",Construction: A5,1242.758300140608,-1.1125199999999933,0.0,2.6973681922073602,0.14385099221209602,53.522668916652805,5.833228672213763e-07
Element_16,65,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Exterior finish,Mortar type S,11329,"Kaleidoscope Calculator, Payette",Type S mortar,Construction: A5,496.413797628072,-7.307204999999996,0.0,1.15278314905824,0.08036324957006401,27.500274813535203,2.67258848794584e-07
Element_17,66,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,"Steel, sheet",16759,"Kaleidoscope Calculator, Payette","Steel, sheet",Construction: A5,4012.2523930625525,-16.785814400000003,0.0,15.731301212659844,0.720691827671824,230.3299031645032,5.041458484420275e-05
