element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),life_cycle_stage,scenario,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential
Element_0,78,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR7,Column foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",342922,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,1400.66659617624,0.0,0.0,0.0,7.1523400655808,0.41721983715888006,229.47091043738402
Element_1,79,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR7,Column foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",38407,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,3123.1471599689844,0.0,0.0,0.0,19.586945986108198,1.16041946398812,640.9426154940136
Element_2,80,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR7,Wall foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",2357586,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,9629.571616323119,0.0,0.0,0.0,49.17228059399039,2.86838303464944,1577.610669057192
Element_3,81,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR7,Wall foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",264045,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,21471.38260874348,0.0,0.0,0.0,134.658659955267,7.9777893969522005,4406.428330984372
Element_4,82,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR7,Slab on grade,Concrete Slab on grade,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,2188.5390037098005,0.0,0.0,0.0,11.175518316816,0.6519052351476,358.54787933118
Element_5,83,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR7,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh","Steel, welded wire mesh",3601,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,264.136593978855,0.0,0.0,0.0,1.3487826075516,0.07867898544051,43.2734419922805
Element_6,84,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR7,Elevated slabs,Concrete topping,"Lightweight concrete, 5000 psi","Lightweight concrete, 5000 psi, 20% fly ash",1285956,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,5252.49360890352,0.0,0.0,0.0,26.821243960358395,1.5645725643542396,860.514910394832
Element_7,85,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR7,Elevated slabs,Cross laminated timber,CLT (Cross laminated timber),CLT (Cross laminated timber),620244,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,52695.10403777736,0.0,0.0,0.0,308.2590219724272,18.17392660142472,10024.856497543176
Element_8,86,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR7,Elevated slabs,Steel welded wire mesh,"Steel, welded wire mesh","Steel, welded wire mesh",8641,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,633.8251342880551,0.0,0.0,0.0,3.2365538772156004,0.18879897617091002,103.8394368940005
Element_9,87,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR7,Structural framing: beams,Glue laminated timber,Glue laminated timber (Glulam),"Glue laminated timber (Glulam), AWC - EPD",66358,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,5637.68728716252,0.0,0.0,0.0,32.9796857044104,1.9443725717900402,1072.5285975583322
Element_10,88,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR7,Structural framing: girders,Glue laminated timber,Glue laminated timber (Glulam),"Glue laminated timber (Glulam), AWC - EPD",57373,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,4874.33365572162,0.0,0.0,0.0,28.514173240892397,1.6811008101707396,927.3061760106419
