element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Tally material,Weight (kg),Data Source (Material Quantities),Building Material_name,life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_0,0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Column foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",668697,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A5: Construction,7266.327427781016,-90.70811278785,0.0,0.0,18.615802126752723,1.2759479248309922,414.99296019154565,1.101418328805552e-06
Element_1,1,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Column foundation,Steel reinforcement,"Steel, reinforcing rod",74893,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,4541.21464670934,-22.917258,0.0,0.0,19.323316057451954,0.6161198600346972,252.83745731408342,-1.8017073290482153e-05
Element_2,2,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Wall foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",1905120,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A5: Construction,20701.79125854336,-258.427718136,0.0,0.0,53.036482813171204,3.6351799253683206,1182.3163380725762,3.1379445198259205e-06
Element_3,3,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Wall foundation,Steel reinforcement,"Steel, reinforcing rod",213370,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,12937.911008617253,-65.29122,0.0,0.0,55.05208693974769,1.755324189651948,720.3333858585714,-5.1330604034961004e-05
Element_4,4,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR1,Slab on grade,Concrete Slab on grade,"Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A5: Construction,5822.37879146532,-72.68279572575001,0.0,0.0,14.9165107912044,1.0223943540098401,332.52647008291206,8.825468962010402e-07
Element_5,5,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR1,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh",3601,Calculated from takeoff from Revit,"Steel, welded wire mesh",A5: Construction,293.7008586391542,-1.0821365099999998,0.0,0.0,0.9067476864020639,0.03395796359762039,12.758715700691221,-1.2541236057416974e-06
Element_6,6,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Concrete topping,"Lightweight concrete, 5000 psi, 20% fly ash",2551980,Calculated from takeoff from Revit,"Lightweight concrete, 5000 psi",A5: Construction,47218.59799764745,-499.764961716,0.0,0.0,187.0035304711248,7.842517136057281,2697.7431126965043,4.206508296607681e-06
Element_7,7,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Steel deck,Galvanized steel decking,132267,Calculated from takeoff from Revit,"Steel decking, galvanized",A5: Construction,35595.71092711844,-663.9803400000001,0.0,0.0,188.61817008954097,8.216720634056555,2873.272414081106,0.0007776105412851712
Element_8,8,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Steel welded wire mesh,"Steel, welded wire mesh",17149,Calculated from takeoff from Revit,"Steel, welded wire mesh",A5: Construction,1398.688149070496,-5.15344599,0.0,0.0,4.318193855625935,0.16171761114567956,60.76068190812378,-5.972498115763502e-06
Element_9,9,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural framing: beams,Steel W Shape,"Hot rolled structural steel, AISC - EPD",145303,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",A5: Construction,7749.715170862271,-7.38865755,0.0,0.0,41.50929204669032,1.0195786017611022,298.6227295786061,5.579410867279512e-06
Element_10,10,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural framing: girders,Steel W Shape,"Hot rolled structural steel, AISC - EPD",65264,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",A5: Construction,3480.8463067600483,-3.3186744,0.0,0.0,18.64422920473216,0.457951851409376,134.1287779551568,2.506036839171456e-06
