element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_0,14,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",169198,Calculated from takeoff from Revit,Transportation: A4,614.30227862592,0.0,0.0,3.1368626993664,0.18298365746304002,100.64101160467202,3.7119541942502405e-06
Element_1,15,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",12633,Calculated from takeoff from Revit,Transportation: A4,823.6817160010798,0.0,0.0,4.2060342944736,0.24535200051095998,134.943600281028,4.9771405817937595e-06
Element_2,16,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",309582,Calculated from takeoff from Revit,Transportation: A4,1123.9904019052801,0.0,0.0,5.739525456537601,0.33480565163136,184.14310839724803,6.791771790236161e-06
Element_3,17,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",23115,Calculated from takeoff from Revit,Transportation: A4,1507.1165095673998,0.0,0.0,7.6959140914079995,0.4489283219988,246.91057709933997,9.1068316748328e-06
Element_4,18,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Concrete slab on grade,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,Transportation: A4,1945.3680032976006,0.0,0.0,9.933794059392001,0.5794713201312002,318.70922607216005,1.1754989636947202e-05
Element_5,19,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh","Steel, welded wire mesh",3601,Calculated from takeoff from Revit,Transportation: A4,234.78808353676,0.0,0.0,1.1989178733792,0.06993687594712,38.465281770916,1.41871948349872e-06
Element_6,20,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Concrete slab,"Normalweight concrete, 5000 psi","Structural concrete, 5000 psi, 20% fly ash",6429780,Calculated from takeoff from Revit,Transportation: A4,23344.416039571202,0.0,0.0,119.20552871270401,6.953655841574401,3824.5107128659206,0.0001410598756433664
Element_7,21,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",43207,Calculated from takeoff from Revit,Transportation: A4,2817.13099843732,0.0,0.0,14.385349779254401,0.8391454037898399,461.52997208441207,1.702266390545104e-05
Element_8,22,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural columns,Concrete columns,"Normalweight concrete, 5000 psi","Structural concrete, 5000 psi, 20% fly ash",601223,Calculated from takeoff from Revit,Transportation: A4,2182.8429346819203,0.0,0.0,11.1464320068864,0.65020853373504,357.614693554272,1.3189944541482242e-05
Element_9,23,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural columns,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",20004,Calculated from takeoff from Revit,Transportation: A4,1304.2768184030401,0.0,0.0,6.660136945036801,0.38850798846048,213.67939365326404,7.88116205162688e-06
Element_10,24,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Concrete shear wall,"Normalweight concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,Transportation: A4,3173.6530614979206,0.0,0.0,16.2058879736064,0.9453434651270402,519.938905819872,1.9176967435434243e-05
Element_11,25,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",65267,Calculated from takeoff from Revit,Transportation: A4,4255.46066320292,0.0,0.0,21.7300118972064,1.2675840273370398,697.1712150353719,2.5713847411694238e-05
Element_12,46,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Exterior finish,"3/8"" Synthetic stucco","Stucco, synthetic",1564,"Kaleidoscope Calculator, Payette",Transportation: A4,227.84457645071998,0.0,0.0,1.1634616669823998,0.06786859724064,37.327728482352,1.37676297259584e-06
Element_13,47,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Wall structure,"6"" galvanized steel stud framing",Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette",Transportation: A4,976.381991381,0.0,0.0,4.98578038152,0.290837188922,159.9604539071,5.899840118132e-06
Element_14,48,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Insultion,"2.5"" XPS insulation","XPS insulation, Foamular average, Owens Corning - EPD",3969,"Kaleidoscope Calculator, Payette",Transportation: A4,1071.7536684834,0.0,0.0,5.472784690128,0.3192457735908,175.58517547493997,6.476128549984799e-06
Element_15,49,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),AVB,AVB membrane,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",Transportation: A4,174.82709747728,0.0,0.0,0.8927341147776001,0.052076156695360004,28.641886182448005,1.05640203582016e-06
Element_16,50,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Wall structure,Sheathing,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",Transportation: A4,787.3854437803201,0.0,0.0,4.0206916278144,0.23454034495584,128.99718972571202,4.757818426247041e-06
Element_17,51,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Transportation: A4,74.15146381932,0.0,0.0,0.3786457726944,0.02208767007384,12.148218540612,4.4806416435504e-07
Element_18,52,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Interior finish,Gypsum wall board,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Transportation: A4,797.35103067328,0.0,0.0,4.0715797310976,0.23750881764735998,130.62984970604802,4.81803601513216e-06
Element_19,1,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT2,Glazing: triple pane IGU,Glazing,Triple pane IGU,"Glazing, triple, insulated (air)",54275,"Viracon triple pane IGU, 1-5/16"" Clear Insulating Low-E Laminated  Glass Unit with a ½” VTS Airspace  and Both Lites Heat Treated",Transportation: A4,11576.96190339,0.0,0.0,59.116401208800006,3.4484567371800003,1896.6512054490001,6.995440809707999e-05
Element_20,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,Transportation: A4,281.76851296048005,0.0,0.0,1.4388179385216004,0.08393104641376001,46.16207552756801,1.7026012272505603e-06
Element_21,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,Transportation: A4,368.92912495,0.0,0.0,1.8838934040000002,0.1098937819,60.44158004500001,2.2292738614e-06
