element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Tally material,Weight (kg),Data Source (Material Quantities),Building Material_name,life_cycle_stage,scenario,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_0,0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Column foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",668697,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A5: Construction,Enhanced Waste Management,7266.327427781016,-90.70811278785,0.0,0.0,18.615802126752723,1.2759479248309922,414.99296019154565,1.101418328805552e-06
Element_1,1,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Column foundation,Steel reinforcement,"Steel, reinforcing rod",74893,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,Enhanced Waste Management,2270.60732335467,-11.458629,0.0,0.0,9.661658028725977,0.3080599300173486,126.41872865704171,-9.008536645241077e-06
Element_2,2,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Wall foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",1905120,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A5: Construction,Enhanced Waste Management,20701.79125854336,-258.427718136,0.0,0.0,53.036482813171204,3.6351799253683206,1182.3163380725762,3.1379445198259205e-06
Element_3,3,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Wall foundation,Steel reinforcement,"Steel, reinforcing rod",213370,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,Enhanced Waste Management,6468.955504308627,-32.64561,0.0,0.0,27.526043469873844,0.877662094825974,360.1666929292857,-2.5665302017480502e-05
Element_4,4,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR1,Slab on grade,Concrete Slab on grade,"Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A5: Construction,Enhanced Waste Management,5822.37879146532,-72.68279572575001,0.0,0.0,14.9165107912044,1.0223943540098401,332.52647008291206,8.825468962010402e-07
Element_5,5,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR1,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh",3601,Calculated from takeoff from Revit,"Steel, welded wire mesh",A5: Construction,Enhanced Waste Management,146.8504293195771,-0.5410682549999999,0.0,0.0,0.45337384320103197,0.016978981798810196,6.3793578503456105,-6.270618028708487e-07
Element_6,6,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Concrete topping,"Lightweight concrete, 5000 psi, 20% fly ash",2551980,Calculated from takeoff from Revit,"Lightweight concrete, 5000 psi",A5: Construction,Enhanced Waste Management,23609.298998823724,-249.882480858,0.0,0.0,93.5017652355624,3.9212585680286405,1348.8715563482522,2.1032541483038404e-06
Element_7,7,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Steel deck,Galvanized steel decking,132267,Calculated from takeoff from Revit,"Steel decking, galvanized",A5: Construction,Enhanced Waste Management,17797.85546355922,-331.99017000000003,0.0,0.0,94.30908504477048,4.108360317028278,1436.636207040553,0.0003888052706425856
Element_8,8,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Steel welded wire mesh,"Steel, welded wire mesh",17149,Calculated from takeoff from Revit,"Steel, welded wire mesh",A5: Construction,Enhanced Waste Management,699.344074535248,-2.576722995,0.0,0.0,2.1590969278129677,0.08085880557283978,30.38034095406189,-2.986249057881751e-06
Element_9,9,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural framing: beams,Steel W Shape,"Hot rolled structural steel, AISC - EPD",145303,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",A5: Construction,Enhanced Waste Management,3874.8575854311357,-3.694328775,0.0,0.0,20.75464602334516,0.5097893008805511,149.31136478930304,2.789705433639756e-06
Element_10,10,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural framing: girders,Steel W Shape,"Hot rolled structural steel, AISC - EPD",65264,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",A5: Construction,Enhanced Waste Management,1740.4231533800241,-1.6593372,0.0,0.0,9.32211460236608,0.228975925704688,67.0643889775784,1.253018419585728e-06
Element_11,11,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural columns,Steel W Shape,"Hot rolled structural steel, AISC - EPD",116629,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",A5: Construction,Enhanced Waste Management,3110.195696793927,-2.965292325,0.0,0.0,16.65893760663388,0.40918781010989297,119.84635667544117,2.239186768476708e-06
Element_12,12,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural walls,Concrete shear wall,"Structural concrete, 6000 psi, 20% fly ash",1092652,Calculated from takeoff from Revit,"Normalweight concrete, 6000 psi",A5: Construction,Enhanced Waste Management,14163.145048246655,-190.1583796376,0.0,0.0,35.898611357403524,2.494645511911872,793.6505717073296,1.800107255844832e-06
Element_13,13,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural walls,Steel reinforcement,"Steel, reinforcing rod",142771,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,Enhanced Waste Management,4328.533750319384,-21.843963,0.0,0.0,18.418337874290472,0.5872648213919442,240.9961986980693,-1.7173271005003323e-05
Element_14,61,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Insulation,"Mineral wool, low density, NAIMA - EPD",8366,"Kaleidoscope Calculator, Payette","3.5"" Mineral wool insulation",A5: Construction,Enhanced Waste Management,666.6989692323441,-33.79864,0.0,0.0,4.811412368420481,0.12211259232452801,28.2453852784904,1.632869488834457e-05
